Text,Category 
"
यांना पोरं कोणत्या मार्गाने होणार",Homophobia
"त्यांच्या बोलण्यातून किती समज, उमज आणि अभ्यासूपणा दिसतोय!
एवढं मुद्देसुद इथं पदवी झालेल्या पोरांना बोलता येत नाही!",None of the categories
नैसर्गिक भावना आहे ही त्या बद्दल केवळ गहाण बोलण्या पेक्षा बदल स्विकारा ... वेगळे असणं हा काही गुन्हा ना,None of the categories
करा पण झाकुन.....जगाला दाखवून काय साध्य करतात काय माहिती कोर्टाने मान्यता दिली म्हणून समाजात तुम्हाला काय किंमत मिळणार तुम्हाला कोण घरात घेणार काय ?,None of the categories
समाजात चांगला काम केलास भावा .... शुभेच्या. तुम्हाला....,None of the categories
Are Kay ahe he sagla apan mansa ahe kutre pan karat nahi asli goushti ani Maharashtra cha evade intelligent manus asun pan,Homophobia
दात काढणारे आणि फालतू कमेंट करणारे यांच्या पण पोटी तृतीयपंथी याने जन्म घ्यावा मग कळेल,None of the categories
Pori nahi t n tyachyamule kel asel,Homophobia
 @naushadshikalgar49  मला तूमच्यासारखे लोक खूप आवडतात 😊,None of the categories
Video pahnya aadhi pan tumchi respect hoti majhya manat pan pahilyanda tumchya tondun tumchya bhavna aiklyavar majh mann gahivarun aall papnya olya jhalya murkh ahet te lok je tumhala hin bhavnene pahtat kinva samajat tumhala duyyam darja detat.,None of the categories
"Khup chaan👌 Marathi kida Asech kaam Kara  
Hya video sathi hats off  ",None of the categories
एक नंबर बोलत तूम्ही,None of the categories
आईसाहेब तुम्ही खूपच छान विचाराचे आहोत...किती छान बोलता तुम्ही... छान उत्तर दिले तुम्ही…,None of the categories
"हे सगळं खोटं आहे हो abp माझा फालतू यांच्या नादी लागू नका

",Transphobia
He khup chukiche aahe,Homophobia
अश्या लोकांचा उठत नाही,Transphobia
kadhitari kamsutra ani junya dagadavaril koriv kalecha abhyas kara.... he adhipasunch aaplya sanskrutit ahe,None of the categories
He saglaa barobar ahe pan tumchi pudachii pidii kutunn honar jee female kadunn betatta te kutun denar,Transphobia
"काय लोक करतील
याचा भरोसाच नाही
राम राज्यात सांगितले होते की हिजड्याचे
राज्य येईल
आता मुलीची संख्या कमी झाल्याने 
हिजड्याला मार्केट आला",Transphobia
Abe Kayke Vegde kuch bhe.,Homophobia
Aae tumi kup chan desat ahat asech  satath kush rha,None of the categories
"Far kautuk aahe...balu...tumche pudhil aayushy sukhat javo hich swaminchya charni prarthna.
Milind Renghe",None of the categories
घरी काम केले झाले का मुलगा किंवा मुलगी झाली आहे का,Transphobia
Tu lesbian ahe ka,None of the categories
सपनाच्या बॉल मधे बाळु ऑट |,None of the categories
"ए बाळू तुला ""मागील वाटचालीस""हार्दिक शुभेच्छा.",None of the categories
Bhikaaaar nirnay..... Ghaan watayla lagliye ata dnyaywyawasthechi sheeee.... Kasla ha nirnay..... Disgusting,Homophobia
मला वाटलं होत की यावरही उलटसुलट कॉमेंट करणारे काही असतील पण सगळेच कौतुक करताहेत. समाज बदलतोय... ❤️,None of the categories
आता दमान गांड मारून घ्या नाहीतर फाटल,Homophobia
साल्यांनो तुमची अमेरिकेत आय घाला,Homophobia
काय चुतीयागिरी लावले...भेंचो बहिणीशी लग्न काय करतात तृतीयपंथीशी लगीन काय करतात...केला तर हे news वर का दाखवतात... भेंचोत समाजामध्ये masaage देतात का😤😤,Transphobia
शिवलक्ष्मी ताई खूप छान बोलता तुम्ही ek no,None of the categories
Sadke mendu sadke vichar ...ashani bhartacha vinash hoil ....udya uthun court kashalahi manyata deil ...kay arthay ...😕,Homophobia
Jay Hind baludadala salute  Karine tyani kinner barober marriage  karnya che tharvale he sale magchya janmachi ghen den aahe he ter nakki doghanna God bless  dhoghi Jan khup sukhi raha,None of the categories
या लोकांमधील काही लोकांच्यात अतीशय चांगले गुण आहेत चांगल्याशी चांगले वागतात मदतीलाही धावतात समाजाने प्रतारणा करण्या पेक्षा आपल्यातीलच एक घटक समजायला हवे व सरकारनी योग्य ती दखल घ्यायला हवी,None of the categories
"  @skarchitect3981   He apalyala mahit ahe..Tya ninand la kuni samajayacha 😂😂

",None of the categories
फक्त एखादा मुलगा दत्तक घ्या,None of the categories
Balu dada tumhi khare manus ahat🙏,None of the categories
तुमच्या मुलग्यासाठी बाकीच्यांना कशाला दानीला देताय....!!,Homophobia
Balu swapnala namo talu.,None of the categories
White saree ghatlelya Madam che manogat ankhi shoot vayla hav...depth madhe,None of the categories
Khup mast h pavul krantikari samajparivarnasathi upayukt aahe ek samaj nagarik mhanun asha vegelepanala maza support ani salam,None of the categories
Kay karnaar muli bhetat nhi aata.,Transphobia
  @Super01chetan jar tu bolto te barobr ahe tar mag lok pranyan var rape kartat te sudha natural asel,None of the categories
वा रे छक्क्या,Transphobia
Tula kay porgi milaali nasto kaa ree evdhaa risk ghetliy tu .,Transphobia
Mostly asa incidence foreign madhe hotat. Ekdche lok tikde jaun te repeat kartat.,None of the categories
जय श्री क्षत्रीय मराठा सम्राट छत्रपती शिवाजी महाराज 🧡🧡🧡एक मराठा अब्ज मराठा 🧡🧡🧡,None of the categories
जगा आणि जगू दया,None of the categories
Kay mast comment kelis yaar 😂😂😂😂,None of the categories
Tumi ami aka nahi tmi 6 ahe ami ghadi ahe baraka,Transphobia
NkA re ase karu samajala dushit,Transphobia
बाळू...तू जग बदलायला निघालास...एबीपी माझाच्या भावा..,None of the categories
He couple khup natural n chan vatatay pn dusare je aahet te odhun tanun bai n manus banyacha prayatn krt aalyasarkh janvt,None of the categories
काय सुंदर मानस ए जगात...! ✨️❤,None of the categories
गौरी ताई.तुझं.आभीनंदन,None of the categories
"म्या बी येतो

",None of the categories
अरे खरं किन्नर सोबत सर्वांनी लग्न केल तर भारताची भावी पिडी तयार कस होणार 🤣🤣🤣🤣,Transphobia
खूप गोड व्हिडिओ आहे हा. I wish everyone who wants to be open about their identity; gets a family support like these people got. ❤️,None of the categories
काहीतरी फालतूपणा आहे हा.........याचा शेवट नेमका काय............ फालतु साले,Transphobia
"त्याचे हावभाव,आवाज वरून ते सगळ्यानाच माहिती होते
तुम्हाला आत्ता कळले
😂😂😂😂",Homophobia
शिवलक्ष्मी ताई तुम्ही खूप हुशार आहात,None of the categories
All kinar chi respect krayela pahije,None of the categories
ईतरांना कौतुक वाटत पण आईवडीलांना थोड अवघड जात,None of the categories
"अजय भाले तू माझा विचार करू नको
कोणत्याही गोष्टीचे समर्थन केल्यावर त्यातलेच समजू नये हा गोड गैरसमज काढून टाक....",None of the categories
Aamhi tar khup Man deto tumhala,None of the categories
Bhartat manyata nako. ...samlaingikta ha ajar ahe. ..Bharatat yala bandi havi...Russia madhe ban ahe,Homophobia
आता एवढच राहील होत बगायच..🙄🙄,Transphobia
"दिशा पिंकी शेख माय, शमिभा पाटील माय, विक्की ताई यांच्या मुळे माझा गेल्या 7 वर्षांपासून बघण्याचा दृष्टिकोन बदलला..
Love you तुम्हा सर्वांना 😘💕 🥰",None of the categories
दोघ् पण तृतीय पंथी आहे,Transphobia
सलाम तुमच्या आत्मविश्वास ला 🙏सान्वी वेल्डन 👍,None of the categories
Nice one.sukhacha.savsar.hovo.hoch.tumcha.chotya.bhava.chi.prarthna🙏,None of the categories
Brother ..I don't no who are you.. But I known well.. you are one human being..Or person.. who knows that.. What are write or wrong..unfortunatly जे त्या मित्रांच्या बाबतीत घडलंय ते तर बदलु शकतं नाही.. इथं  एकच गोष्ट बदलू शकते..ती म्हणजे आपला  त्यांच्याकडे पाहण्याचा दृष्टीकोन..,None of the categories
Ky pagal pun aahe rao,Homophobia
खूप छान संकल्पना आहे पिंपरी चिंचवड महानगरपालिकेची 👍,None of the categories
Tumhi ekhadya anath mulala dattak gheu shakatat,None of the categories
लाजा धरा लाजा छक्का साले,Homophobia
are toh baby kala ahe mhanje toh tujha ashnar amcha kasa kay...n frm medical perspective baby faqta mulinla hoto jst like u..since u chose to be girl side in ur relationship wid rohit and my male dog!!!,None of the categories
"Dharma Ani Sanskruti Chya Navakhali Aaplya hava tasa karu nka... Aapla dharma hech sangto ki hya jagat pratekala aapla ayushya jagaycha hakkka ahe... Hindu dharmachi saglyat mothi shikvan ekach ahe ani ti mhanje ""Aham Bhrahman"" tyacha artha asa ki hey sagla vishwa Including god also hey sarva prattek sajivat vyaplela ahe... Mhanun aapan bolto dev prattek mansat ahe... Hyacha artha toch... 4 aartya bolun Hindu dharma baddal plz koni bolu nka.. tumcha adnyan hindu dharmacha naav pudhe karnun mandu nka..",None of the categories
अरे खरे सांग ना तुजा मुलगा गे आहे कस्याला वाकड्या मार्गन सांगतो,Homophobia
"कशी पण लाभो आपल काम फक्त दुसरयाबाद्दल. चांगल चिंतने

",None of the categories
Shivlaxmi khup changli aahe samajdar aahe educated aahe nakki chaan sansar karnar yat shanka nahi  dhanyawad,None of the categories
ha ghanerda prakar thik ahe ka ? Nirlajja,Homophobia
sod bhava apan bhadan nhi kart ahot apan bhartiy ahot fkt ek bolych hota mala baki kahi nhi,None of the categories
Confirm ahe.......,None of the categories
पुरोगामी म्याक्स प्रो 😁😁😁,None of the categories
"किन्नराकडून घेतलेला रूपया जर खिशात ठेवला तर माणूस श्रीमंत होतो या अंधश्रद्धेवर बोलताना  तो किन्नर काय म्हणाला पहा ""असं जर असतं तर तो रूपया मी रिझर्व्ह बँकेच्या गव्हर्नरला देईल म्हणजे देशाचा जीडीपी वाढेल"" हे विचार म्हणजे या देशातील अंधश्रद्धाळू नार्मदांच्या गालावर मारलेली एका किन्नराची चपराक म्हणावी लागेल.",None of the categories
"3:44👈😁 
LGBTQIA+ एव्हढी आख्खी टर्म आहे. 
हिला पर्यायी छोटी टर्म!! 👉 YZ!!
😁😁😁",None of the categories
Shivlakshmi. Malapn. Asach. Jodidar. Miyel. Ka. Saanga. Maz. Naav. Sandeep,None of the categories
Tuz khup changl honar bhava  khare kinnar he  khup nirmal manache astat  te khup imandar astat,None of the categories
भावी आयूश्य भरभरभराटि चे जावो बाळू तूला,None of the categories
"""तुमच्या आनंददायक स्वप्नांची पूर्ती होईल, याची माझी शुभेच्छा!",None of the categories
Dhammjeet Maske हा पण तसच वाटतो बघा 😅🫣,None of the categories
"सुखी संसार आणि प्रेम हे फक्त स्री आणि पुरुष हे पाहिजेत आणि मूल होऊ देणं हेच असत तर सुखी संसार म्हणजे दोन जीव जे एकमेकांना समजून घेऊ शकतात आणि सुख आणि दुःख दोन्ही या दोन्ही मधे एकमेकाची साथ देतात.
दोघे जण एकमेकांसोबत सुखी राहू शकतील.हाच खरा सुखी संसार",None of the categories
"Bhikasha.magane.geer.nahi.pan.lokanchya..angala.zatane
Bhikashya.n.dilyas.shivya.dene
He.prakar.tala.❤❤❤❤❤ 4:40",None of the categories
"Waaa suraj da..  , manl tumcha team la",None of the categories
mam...mi 2019 youth festival mgm clg kadun hoto aply batch madhe as a participant manun...parat baghun khup chan watal.good wishes for New journey ❤,None of the categories
आता.काय.खर.नाय.राव.,None of the categories
Murkhanchi Sankhya bharpur ahe ajun,Transphobia
"निसर्ग नियमाच्या विरुद्ध

",Homophobia
"# https://youtu.be/boiwcx23GHE
Ha video bagha sarvanni.. i hope tumhala madat hoil... Hya video madhe sachin pilgaokar byanni abhinay kela ahe... Plz bagha…",None of the categories
चांगली पद्धत आहे हे सांगायची…,Homophobia
संसार करण्यासाठी मंन जुळी पाहिजे .....लोक काही बोलतात बोलुद्या तुम्ही अशेच प्रेमानी राहा,None of the categories
पाठवा मुलांना बाहेर देशात शिकायला अणि भोगा परीणाम,Homophobia
"छक्क्या सोबत लग्न केलं...

",Transphobia
Tyanch bgunch zaly ho he,None of the categories
Are he gay nahit hijade ahet,Homophobia
"Mul kase honar

",Transphobia
"समाजात  परिवर्तन  होत आहे, हे छान  आहे. असेच  विवाह  होत राहावे. एक ही तुर्थीय पंती  बेगर  लग्नाचं राहु नये",None of the categories
Are Kay laj sharam aahe ki naahi bai manus kalte ki naahi,Transphobia
"शी भेंचोद.
आधीच भंगी, भिमटे, लांडे कमी आहेत का ह्या देशात.
आता हे सुध्दा आले.",Homophobia
पिंपरी चिंचवड महानगर पालिकेचे कौतुक करावे तितके कमी आहे. जगण्यासाठी स्वतःच्या पायावर उभे राहून स्वावलंबी बनण्यासाठी त्यांना काम दिले तर कोणीही रस्त्यावर भीक मागणार नाही हे पालिकेने दाखवून दिले आहे.,None of the categories
Sach bhai aapki video bahot pasand aai dil se salam our mai hamesha yahi swaal dil me aate the aaj sab jwaab mil Gaya,None of the categories
Niket Avinash Bhosale Jr. but tu animals la pn nai sodal he thik nai niket,None of the categories
"शुभेच्छा देणारे माझ्यासारखे हजार जण आहेत पण आपल्यापैकी किती जण एका तृतीयपंथी ला सून म्हणून स्वीकारू शकतात ??

अशक्य !!!!!

",Transphobia
बाळु सपना तमचे आभीनदन,None of the categories
Basss bhava tuch olakhla,None of the categories
सपनाची ऐक मुलाखात you tube वर बघीतली हिंदी होती तिने जे काही  आपल्या काही गोष्टी सांगितल्या त्या ऐकुन खुप वाईट वाटले. तसेच समाजाने ह्यांच्या कडे बघण्याचा दृष्टीकोन बदलले पाहीजे त्यांचा आदर केला पाहिजे आणि ते होणार ह्यात शंका नाही.🙏,None of the categories
कुत्री मांजरी तरी बरी .चुतीया चा बाजार,Homophobia
हाना एकमेकांची गांड आता लवड्यांनो 😁😂😁😂😱😱,Homophobia
आता हेच बघायचे राहिले होतो,Homophobia
समाज नाही पैसा महत्वाचा,Transphobia
Tumhala hi jagnyacha haqq ahe jagaycha samajat tumhi hi Lok that yrr amhi sgle tumchya sobt ahot gob bless u ❤️❤️❤️❤️,None of the categories
एक चांगला विषय मांडलाय..सर्वांचे मनापासून आभार....जीवनात ही घडी अशीच राहू दे सुख-समृद्धी-शांती भरपूर लाभू दे..,None of the categories
Mag samaj ajun. Love marriage la ka viridh astoo tyavar charcha kra,None of the categories
"निव्वळ मोक्कार...
सृष्टी बनवणाऱ्या ईश्वराणे स्त्री आणि पुरुष कश्यासाठी बनवलेत??
निसर्गाच्या नियमा विरोधात जाल तर निसर्ग तुमचा सूड घेणारच नैसर्गिक आपत्ती विनाकारण येत नसते ह्या असल्या मोक्कार गोष्टी मूळच नैसर्गिक येते आणि त्यात निष्पाप लोक मरतात",Homophobia
आई साहेब खुप छान बोललात 👌🏻👌🏻👌🏻तुमचे विचार खुप छान आहे,None of the categories
Shevat paryant tikva mhanje zale,None of the categories
AGDI BAROBAR ...BHARATAT 3 KAROD MULA ANAATH AAHET,None of the categories
Khup chhan suruwat. Manapasun shubhhechha doghana.,None of the categories
 @kartikjagtap6286  Kartik Ganesh DP 👌 tuazya. Bawarche now,None of the categories
दोघांना पागल खान्यात ठेवण्याचे हक्कार आहे,Homophobia
Aaj paryant samlingi mule gharat udhad saangu shakat navti ki tyaanna mulga avadto. Asha gey mulanch lagn gharatle mulishi karun det hote. Nantar tya mulinna samjat hote ki to mulga gey aahe . Tya mulichi chuk nastana divorce dyaychi vel yet hoti. Ya kaydyamule mulinchi fasavnuk talel. Agadi barobar nirnay aahe !,None of the categories
Khup sundar  explain kelay,None of the categories
बोलाला जागा नाही परशती बदलत चाली,Transphobia
He Sagal. Thik ahe pn loksankhya  kshi vadhaal,None of the categories
"भाऊ बोलायला सोप आहे पण तुम्ही करुन दाखवल 
खरच महान आहेत तुम्ही",None of the categories
Khup chhan...aatiuttam nirnay🎉🎂👏,None of the categories
याचा मेडिकल च्या syllabus madhe समावेश व्हायला हवा,None of the categories
लग्न केलं त्याबददल काही अडचण नाय पण मुलं बाळ होतील का हा खूप मोठा प्रश्न आहे ?,Transphobia
Samajani pan sath dyaila pahije,None of the categories
"किन्नरना समाजात खरच मानाने जगायला मिळाले पाहिजे, समाजाने किन्नरना स्वीकारले पाहिजे.",None of the categories
मित्रांनो मी एक ग्रामीण भागातील कलाकार आहे तुम्हाला जर का माझी Acting व्हिडिओ आवडली असेल तर माझी व्हिडिओ Like व Subscribe करा..🙏🙏,None of the categories
Roshan Jadhav tu saglya kutryancha abhyas kela ahes ka... Kon konala zavta kon nahi zavat... Hey sagla pahilas ka... Je samor dista tech bolto ahes na…,None of the categories
"बरेच जन गे असून सुद्धा घरच्याना सांगत नाही आणि लग्न करतात त्यामुळे एका मुलीचे आयुष्य उध्वस्त होते, हे एक वास्तव आहे.",None of the categories
"व्हिडिओ छानच आहे, या लोकांना बोलतं केलं,त्यांचं विश्व उलगडून दाखवले. त्याबद्दल आम्ही आभारी आहोत. //श्री स्वामी समर्थ //",None of the categories
"भावा खरचं खुप ग्रेट काम केलंस, हे लोक समाजातील एक भाग आहेत आणि एक माणूस म्हणून या लोकांना पाहणं खुप महत्त्वाचे आहे....   समाजात एक प्रकारची सभ्य आणि सन्मान पुर्वक वागणूक मिळायला हवी,  मी पुण्यात असतो, मला वेळ असेल तर मि आवर्जून चहा घेणार विचारतो आणी गप्पा मारतो",None of the categories
Dada tuza sub vlogsathi khup chhan nivdlas,None of the categories
Niket Avinash Bhosale Jr. sagyana mahiti ahe.... tu dog la pedigree ka chartoo.. baher ko patat nai tr dog se kam challaa liya tune.. aur dusra option to ritesh hai hi....😁😀😁😂,None of the categories
"खूप छान खूप हुशार आहात तुम्ही....

",None of the categories
"बेहेनचो.. हे मेंटल आहेत भोसडीचे
अरे अश्या पैदाशी निसर्गाने जन्माला घातल्या नाहीत फक्त स्त्री आणि पुरुष हेच जन्माला घातले. हे असे भोसडीवले स्वतः पागल आहेतच आणि त्यांच्या पगलपणाच जाहीर समर्थन करून जगाला पागल करत आहेत

",Homophobia
kasay na ashok ji psychology ani physics hyacha kadhitari nit abhyas kela asta tar he normal ahe hyachi samaj ali asti.... ek mhan ahe half knwldg is always dangerous.... second te tyanche kamvun pot bhartat tumchya paishavar nahi jagat so tumhala tras nahi jhala pahije,None of the categories
समाधान कुंभार सुरडी तुमच्या लग्नाला खुप खुप शुभेच्छा,None of the categories
आम्हाला आधीपासून माहिते तुम्हाला कसं काय नाही माहीत,None of the categories
"काल मी 10 रुपये दिले , तर त्याने खिश्यात हात घालून  100 रुपये घेतले☹️",None of the categories
Gr8 work Vishaykhol. Such stories should come out more & more. It will help in to create awareness in society & make it more inclusive . Kudos to Vishaykhol 👏👏👏,None of the categories
 @ninad582  mag kashala reply kartos aani vel vaya ghalvatos...aani naav display karave kinva karu naye ha jyacha  tyacha vayaktik prashn aahe...tyamule tu tujhe kaam kar,None of the categories
"अभ्यासपूर्ण पटवून सांगणं फारच छान,यांना खरच पोलीस व परिवाहन विभागात काम दिल पाहिजे, हिच सरकार ला विनंती. 🙏🙏 जय विदर्भ 🙏🙏",None of the categories
Kiti janani proved kelay ki haa aazar nahi pan aata tumcha sarkhaya manuwadi lokana kon kay samajawanar jyacha dolyawar dharmiktechi patti bandhli asel tar,None of the categories
"Baby adopt ka br krtil kahi samjl nhi 
Tyanna mul nhi hou skt ka????",None of the categories
Khup Chan bolya agdi Sade tod.... Lakshmi tai,None of the categories
Kay karnar muli bhetat nay…,Transphobia
Khup chan ❤ ya vishayla haat ghatlyabaddle khup abhinandan…,None of the categories
Akane udha akanae vaka ganditale kidi ahet lavdaynchya atta Ghala aplli I....,Homophobia
"मनमाड मध्ये पण एक जोडपं आहे.

",None of the categories
mansik vikruthi aith,Homophobia
Kay nalayek aahet he,Homophobia
भाऊ मी आपल्या मताशी सहमत आहे .लोकांना पोराकडुन असलेल्या मोठ्या मोठ्या आशा असल्यामुळे आज समाजातील तरुण पिढीला आता पर्याय उरला नाही .समाजाने आपली मानसिकता बदलली पाहिजे .,None of the categories
"Shiv Laxmi Tai Tumi Khoop Chan Kinner Badal Bumika Mandli

",None of the categories
Mitra ase t shirt bhetil ka aaplyala,None of the categories
दोघांचे अभिनंदन व पुढील वाटचालीस खूप खूप शुभेच्छा💐💐,None of the categories
हे अनेक दिवस टिकणार नाही.,Transphobia
खूप छान ! चार लोक काय काय विचार करतील याचा विचार त्यांनाच करू द्या ! 👍👍👍👍,None of the categories
 @devyanikarvekothari  pahila mhanje tumhala hya vishayabaddal kahi ch mhaiti nahie mhanun asa boltay......tyanna koni sangitla nahie kiva te mentally ajari pn nahiet......tumhala kadhi koni sangitla ka ki tumhala mulancha prati akarshit vhaychay te automatically jhala ki nahi tasach ithe hota.......te aplya hatat nahie ki apan homosexual hou ki hetrosexual.......jr tumhala saglyani force kela ki tumhala muli barobr lagna karun tyancha barobr sambandh thevaycheyt tr tumchi kashi ghusmaat hoil.......so please tyanna pn jagu dya saglyana apla life partner milnyacha hakk ahe......,None of the categories
Khupch chan kelay,None of the categories
सगळ्या त मुर्ख आहेत एबीपी माझा वाले,None of the categories
मग आय घाला तिकडेच आयर्लंडमधे,Homophobia
तुमच्या भावी आयुष्यास हार्दिक शुभेच्छा ! आई जगदंबा उदंड आयुष्य देयों !!,None of the categories
आहे च ना तो,Homophobia
"Abp माझा ने यांच्या भावी आयुष्यात संसार व्यवस्थित चालावा या साठी कायम तत्पर राहावा

नाहीतर abp माझा च्या आईची गांड,
आणि ही बातमी प्रसिद्ध करणाऱ्यांच्या आईची पुच्ची,

काय आहे,
ह्या बातम्या प्रसिद्ध करून लोकांना उगाच हे न्युज वाले खड्यात घालत आहे,,,,

आमच्या गावात खूप लग्न न झालेले आहे,
Abp माझा वाल्याच्या पोरी असेल तर कळवा

",Transphobia
Bhava tu jasa tichya manatla bolla na tine pn tizhya manatla bolli ti,None of the categories
"Nemak. Kon  konachi gand  marnar yanchyat.  Murkh sale



",Homophobia
Chutiya giri chalu aahe hi bc ..... Asha makdanna deshatun hakale pahije nahitar yacha wayit parinam yenarya pidi war hoil,Homophobia
"विषय छान होता दादा 🥰🥰👍🏻👍🏻
छान लिहिलं आहे
Genes फक्त घाण होता हाट 😂😂",None of the categories
चगले लिहीता येत नेसेल तर वाईट तरी बोलु नका देवाचा मनात आसेल ते होईल,None of the categories
Porga honar konla😂😂😂😂,Homophobia
"पोरं उडवून घ्यायचा नाद लागलेला असतो तुमच्या सारख्यांना
बदलाची सुरवात वगैरे काही नाही😡😡😡😡😡😡
याला म्हणतात कायद्याच्या चौकटीत राहून पोरं उडवून घेणे😂😂😂😂",None of the categories
"Manaat evdhe emotions aahet, ki kant jad vat tay.

Evdhch mhnen, manuski he faqt stri aani purushala seemit tevu naka. Veg veglya genders and sexuality la shivi chya baher baghu ya",None of the categories
खूप खूप शुभेच्या,None of the categories
"बदल होतील अशी आशा करूया, आणि ह्या सामाजिक विषयांवर पण आम्ही नक्की काहीतरी घेऊन येऊ😄",None of the categories
"Bhau tu khara hero .... Prem ani paisa jithe thithe ankhi kaay magav .... 
Pan asa nirnay gyayala khup dhadas lagat....",None of the categories
Khupch chan vedio banvla sarag.. kudos to the team. 🎉,None of the categories
"Pap ahe, tar te sudharvaicha avashyak ahe",Homophobia
Balu ly motha Manus aahes tu Bhai ♥️,None of the categories
खूप छान विषय निवडला आहे.. या व्हिडीओच्या माध्यमातून त्यांच्या समस्या समाज्यासमोर मांडल्या जातील.,None of the categories
Khupch chn prem sbndh very nice to,None of the categories
तरी म्हनताेय अजुन रामकदम आलाय नाहय 😜,None of the categories
Nikhil Prakash Kamble mala tr doubt ahe niket chya gharacha kutraaa asel to..... baby kuttaaa,None of the categories
"Agodar ch tayari karun theva midia samor mhnaje udya samjala to .....ahe mhanje koni jast prachar karnar nahi
",None of the categories
Khup chan interview ghetla n khup chan information kalali aaj 🙌 perspective chnge hoeel ha vdo baghun most of lokancha,None of the categories
"Suprem court vr ashya nirnayane ajun 
Vishwas wadel.....
ChN",None of the categories
"भाऊ मस्त , ज्या मुली जास्त भाव खात आहेत ना त्याना चागला सबक आहे  मुलींना वाटत याना आमच्या शिवाय काही नाही  आत्ता हा ओपेशन आहे",None of the categories
कोणत्या कोर्टाने दिली  मान्यता?,None of the categories
"खुप छान विचार मांडले, खूप साऱ्या शुभेच्छा तुम्हा दोघांना",None of the categories
खूप चांगला अभ्यास आहे त्यांचा जन्माचा काय सबंध...???,None of the categories
"आहेच तो
",None of the categories
गौरी ताई तुमचा प्रवास खुप संघर्षमय आहे. तुमचे विचार खुप ग्रेट आहेत तुम्ही माझ्या जीवनातील एक आदर्श व्यक्ती आहात. You are so great,None of the categories
पुढील वाटचालीस हार्दिक शुभेच्छा,None of the categories
Train madhdlyana paan kahi tari samj dya,None of the categories
Khup hushar ahat tai tumhi 👌👌👌,None of the categories
जे लोक comment box मध्ये खूप महान बनायला बघतायत ना त्यांनी स्वतः एखाद्या Transgender शी लग्न करून दाखवा मग समजेल तुमचे विचार किती महान आहेत ते.,Transphobia
Ho yar its really funny,None of the categories
"अभिनंदन बाळू आणि सपना दीदी

",None of the categories
"बरोबर ....नावे ठेवण्यात काही अर्थ नाही.....प्रेम म्हणजे फक्त शारिरीक संबंध नसतो असं आपण म्हणतो...मग ते प्रेम दोन मित्रांमध्ये पण होऊ शकत नाही का?...का फक्त मुलगा आणि मुलगी मध्येच होईल असं काही नसतं.......जर एखादा मित्र तुम्हाला हसवत असेल ,तुमचा मूड नीट करत असेल तर त्याच्यासोबत राहावंसं वाटणं साहजिक आहे.......हे समजत का नाही लोकांना....प्रेम हे दोन हृदय मध्ये होते..मग ते दोन हृदय मुलगा आहे की मुलगी हा प्रश्न येतच नाही....",None of the categories
Abhinandan sapna Tai Balu Balu 🙏🙏👍,None of the categories
Ho kalyug aahe. Ashish honaar 👍,Transphobia
"Yala pn samjt nhi ahee yan na konatya bhashet bolav...

",None of the categories
Doctor nii gay war resarched Kel pyjay …,None of the categories
अदित्यबाळा तूझे लक्षण काही ठीक वाटत नाही,None of the categories
Premla majha verodh nhi.Apna prane .pakshe palto tychyver khup prem krto.mag taychya brober kay lagna karycha ka. Majhay drushtene hay chukech ahi .dayvchay verodhat chalya sagla.,Homophobia
America ek murkh desh ahe. ..te fakt vyavsay kartat...human right vagaire mhanayche...Amerikeche best friend kon Saudi Arabia vagaire...ka tar oil sathi. ..saudi Arabia madhe mahilana voting ban ahe driving ban ahe,None of the categories
अभिनंदन बाळू आणि सपना 💐💐,None of the categories
लोक शिकुन सुधरतात की बिघडतात हेच समजत नाही,Homophobia
"अगदी बरोबर सर
",None of the categories
"मला अस वाटत कि हा त्यांचा वयव्क्तिक
विषय आहे आणि ज्या समाजात रहातो
तो समाज तरी दुसर्याचा किती विचार करतो आणि सावित्रीबाई फुले यानी समाजाचा विचार केला असता तर 
स्त्रियां शिक्षणापासून वंचित राहिल्या असत्या उलट जी स्तय स्थीती आहे ती
त्यानी स्वीकारुन त्यांनी कोणत्या मुलींची
फसवणूक तर केली नाही सत्य स्वीकारण
आणि त्यानुसार वागण हे सर्वानाच जमत नाही मुखवटे लाऊन आपण खूपच सभ्य आहोत वावनारी माणसे ह्या जगात खूप आहेत तेव्हा आपले विचार मंडताना
दोन्ही बाजूंनी विचार करा
माझ्या विचारामुळे कोणी दुखावले गेले असतील तर क्षमस्व
धन्यवाद",None of the categories
Tuzi DNA Test Karun Ghyyy,None of the categories
 @vishvish6557  ho re tuzi aaila kand aavrat navata,None of the categories
"दुनिया बुडणार आहे असं वाटतंय मला 
अरे पण काय म्हणून  लग्न करताय विपरीत बुद्धी",Transphobia
"हीच खरी वेळ आहे चंद्रा वर जाऊन बटाटे लावायची.
एव्हाना चंद्रा वर बटाट्याची फॅक्टरी सुरू करायची.
जो जो माझ्या शी सहमत असेल त्यांनी खुरपे आणि फावडे घेऊन माझ्या सोबत चंद्रा वर चला.",Homophobia
खूप खूप खूप खूप खूप खूप सुंदर विषय आवडलं ❤ से  सलाम  त्या सर्वांना,None of the categories
"सर्वांसाठी न्याय देणारे फक्त Dr. Babasaheb Ambedkar 🙏🇮🇳
शिवलक्ष्मी आणि दादांना  यांना अभिनंदन 🎉🎊💐💐",None of the categories
